stop_id,stop_code,stop_name,stop_url,wheelchair,route_id,loc_type,service_id
"60821","60821",Hymus / Columbus,http://m.stm.info/fr/horaires/arrets/60821/bus,"1","72","0",20M
"60822","60822",Hymus / No 50,http://m.stm.info/fr/horaires/arrets/60822/bus,"1","72","0",20M
"60823","60823",Hymus / des Sources,http://m.stm.info/fr/horaires/arrets/60823/bus,"1","72","0",20M
"60825","60825",Avro / No 2525,http://m.stm.info/fr/horaires/arrets/60825/bus,"1","72","0",20M
"60826","60826",Avro / Saint-Rémi,http://m.stm.info/fr/horaires/arrets/60826/bus,"1","72","0",20M
"60827","60827",Avro / Saint-François,http://m.stm.info/fr/horaires/arrets/60827/bus,"1","72","0",20M
"60828","60828",Saint-François / de l'Aviation,http://m.stm.info/fr/horaires/arrets/60828/bus,"1","72","0",20M
"60831","60831",Frederick-Banting / Marie-Curie,http://m.stm.info/fr/horaires/arrets/60831/bus,"2","72","0",20M
"60832","60832",Frederick-Banting / Alfred-Nobel,http://m.stm.info/fr/horaires/arrets/60832/bus,"2","72","0",20M
"60833","60833",Alexander-Fleming / No 2280,http://m.stm.info/fr/horaires/arrets/60833/bus,"2","72","0",20M
"60834","60834",Marie-Curie / Albert-Einstein,http://m.stm.info/fr/horaires/arrets/60834/bus,"2","72","0",20M
"60835","60835",Marie-Curie / No 2650,http://m.stm.info/fr/horaires/arrets/60835/bus,"2","72","0",20M
"60837","60837",Marie-Curie / Alfred-Nobel,http://m.stm.info/fr/horaires/arrets/60837/bus,"2","72","0",20M
"60840","60840",Frederick-Banting / No 7171,http://m.stm.info/fr/horaires/arrets/60840/bus,"2","72","0",20M
"60841","60841",Frederick-Banting / Marie-Curie,http://m.stm.info/fr/horaires/arrets/60841/bus,"1","72","0",20M
"60843","60843",Gare Roxboro-Pierrefonds,http://m.stm.info/fr/horaires/arrets/60843/bus,"1","468","0",20M
"60844","60844",Station Joliette (Hochelaga / Joliette),http://m.stm.info/fr/horaires/arrets/60844/bus,"1","467","0",20M
"60845","60845",Saint-Michel / No 8129,http://m.stm.info/fr/horaires/arrets/60845/bus,"2","253","0",20M
"60846","60846",Jarry / Saint-Michel,http://m.stm.info/fr/horaires/arrets/60846/bus,"2","253","0",20M
"60848","60848",Station du Collège (du Collège / Décarie),http://m.stm.info/fr/horaires/arrets/60848/bus,"1","73","0",20M
"60853","60853",Thimens / Samson,http://m.stm.info/fr/horaires/arrets/60853/bus,"1","128,171","0",20M
"60855","60855",Thimens / No 2600,http://m.stm.info/fr/horaires/arrets/60855/bus,"1","128,171","0",20M
"60856","60856",Guénette / Dobrin,http://m.stm.info/fr/horaires/arrets/60856/bus,"1","164","0",20M
"60857","60857",Guénette / Dobrin,http://m.stm.info/fr/horaires/arrets/60857/bus,"1","164","0",20M
"60858","60858",Guénette / No 2260,http://m.stm.info/fr/horaires/arrets/60858/bus,"2","164","0",20M
"60859","60859",Steinberg / No 4200,http://m.stm.info/fr/horaires/arrets/60859/bus,"1","164","0",20M
"60860","60860",Guénette / No 2260,http://m.stm.info/fr/horaires/arrets/60860/bus,"2","164","0",20M
"60861","60861",Steinberg / No 4200,http://m.stm.info/fr/horaires/arrets/60861/bus,"1","164","0",20M
"60863","60863",Saint-Jacques / Atwater,http://m.stm.info/fr/horaires/arrets/60863/bus,"1","485","0",20M
"60865","60865",Marie-Curie / No 2520,http://m.stm.info/fr/horaires/arrets/60865/bus,"2","72","0",20M
"60866","60866",Marie-Curie / Frederick-Banting,http://m.stm.info/fr/horaires/arrets/60866/bus,"2","72","0",20M
"60867","60867",Marie-Curie / Alfred-Nobel,http://m.stm.info/fr/horaires/arrets/60867/bus,"1","72","0",20M
"60868","60868",de la Commune / Bonneau,http://m.stm.info/fr/horaires/arrets/60868/bus,"1","715","0",20M
"60869","60869",Terminus Lafleur / Newman,http://m.stm.info/fr/horaires/arrets/60869/bus,"1","110,495","0",20M
"60870","60870",Terminus Lafleur / Newman,http://m.stm.info/fr/horaires/arrets/60870/bus,"1","110","0",20M
"60871","60871",Lafleur / Monette,http://m.stm.info/fr/horaires/arrets/60871/bus,"1","110","0",20M
"60874","60874",Terminus Lafleur / Newman,http://m.stm.info/fr/horaires/arrets/60874/bus,"2","112","0",20M
"60875","60875",Terminus Lafleur / Newman,http://m.stm.info/fr/horaires/arrets/60875/bus,"1","113","0",20M
"60876","60876",Terminus Lafleur / Newman,http://m.stm.info/fr/horaires/arrets/60876/bus,"1","116","0",20M
"60887","60887",Chabanel / Saint-Laurent,http://m.stm.info/fr/horaires/arrets/60887/bus,"1","54","0",20M
"60888","60888",Auto Plaza / Brunswick,http://m.stm.info/fr/horaires/arrets/60888/bus,"1","201","0",20M
"60889","60889",Brunswick / Terminus Fairview,http://m.stm.info/fr/horaires/arrets/60889/bus,"1","201,485","0",20M
"60890","60890",Guénette / Bois-Franc,http://m.stm.info/fr/horaires/arrets/60890/bus,"2","164","0",20M
"60891","60891",Thimens / Bois-Franc,http://m.stm.info/fr/horaires/arrets/60891/bus,"1","164","0",20M
"60892","60892",Les Galeries D'Anjou,http://m.stm.info/fr/horaires/arrets/60892/bus,"2","254,257,260","0",20M
"60893","60893",Marie-Victorin / No 7130,http://m.stm.info/fr/horaires/arrets/60893/bus,"2","257","0",20M
"60895","60895",Marie-Victorin / No 7250,http://m.stm.info/fr/horaires/arrets/60895/bus,"2","257","0",20M
"60896","60896",Maurice-Duplessis / Fernand-Gauthier,http://m.stm.info/fr/horaires/arrets/60896/bus,"2","257","0",20M
"60898","60898",Rodolphe-Forget / Fernand-Forest,http://m.stm.info/fr/horaires/arrets/60898/bus,"2","81,257","0",20M
"60899","60899",Étienne-Brais / Résidence Rivière-des-Prairies,http://m.stm.info/fr/horaires/arrets/60899/bus,"2","257","0",20M
"60900","60900",Rodolphe-Forget / Fernand-Forest,http://m.stm.info/fr/horaires/arrets/60900/bus,"2","257","0",20M
"60901","60901",Rodolphe-Forget / No 12420,http://m.stm.info/fr/horaires/arrets/60901/bus,"2","81,257","0",20M
"60902","60902",Rodolphe-Forget / No 12100,http://m.stm.info/fr/horaires/arrets/60902/bus,"2","257","0",20M
"60906","60906",Saint-Germain / Winnipeg,http://m.stm.info/fr/horaires/arrets/60906/bus,"2","258","0",20M
"60907","60907",Joliette / Charles-Wilson,http://m.stm.info/fr/horaires/arrets/60907/bus,"2","258","0",20M
"60910","60910",Desjardins / Adam,http://m.stm.info/fr/horaires/arrets/60910/bus,"2","258","0",20M
"60911","60911",Desjardins / La Fontaine,http://m.stm.info/fr/horaires/arrets/60911/bus,"2","258","0",20M
"60912","60912",Pie-IX / No 2120,http://m.stm.info/fr/horaires/arrets/60912/bus,"2","258","0",20M
"60913","60913",Bibliothèque Maisonneuve (Ontario/Pie-IX),http://m.stm.info/fr/horaires/arrets/60913/bus,"2","258","0",20M
"60914","60914",Marché Maisonneuve (Ontario / Morgan),http://m.stm.info/fr/horaires/arrets/60914/bus,"2","258","0",20M
"60917","60917",La Fontaine / Viau,http://m.stm.info/fr/horaires/arrets/60917/bus,"2","258","0",20M
"60918","60918",Aird / No 2600,http://m.stm.info/fr/horaires/arrets/60918/bus,"2","258","0",20M
"60919","60919",Pierre-De Coubertin / Leclaire,http://m.stm.info/fr/horaires/arrets/60919/bus,"2","258","0",20M
"60921","60921",Place Versailles,http://m.stm.info/fr/horaires/arrets/60921/bus,"2","258","0",20M
"60923","60923",Bennett / No 2600,http://m.stm.info/fr/horaires/arrets/60923/bus,"2","258","0",20M
"60924","60924",La Fontaine / No 4920,http://m.stm.info/fr/horaires/arrets/60924/bus,"2","258","0",20M
"60925","60925",Marché Maisonneuve (Ontario / Morgan),http://m.stm.info/fr/horaires/arrets/60925/bus,"2","258","0",20M
"60926","60926",Pie-IX / No 2120,http://m.stm.info/fr/horaires/arrets/60926/bus,"2","258","0",20M
"60927","60927",De La Salle / La Fontaine,http://m.stm.info/fr/horaires/arrets/60927/bus,"2","258","0",20M
"60928","60928",De La Salle / Guimond,http://m.stm.info/fr/horaires/arrets/60928/bus,"2","258","0",20M
"60930","60930",Bibiothèque Maisonneuve (Ontario/Pie-IX),http://m.stm.info/fr/horaires/arrets/60930/bus,"2","258","0",20M
"60931","60931",Joliette / Charles-Wilson,http://m.stm.info/fr/horaires/arrets/60931/bus,"2","258","0",20M
"60932","60932",De Cadillac / Rodolphe-Mathieu,http://m.stm.info/fr/horaires/arrets/60932/bus,"2","259","0",20M
"60933","60933",Du Quesne / No 6400,http://m.stm.info/fr/horaires/arrets/60933/bus,"2","259","0",20M
"60934","60934",Pierre-De Coubertin / No 5900,http://m.stm.info/fr/horaires/arrets/60934/bus,"2","259","0",20M
"60938","60938",De Cadillac / Ontario,http://m.stm.info/fr/horaires/arrets/60938/bus,"2","259","0",20M
"60939","60939",Pierre-De Coubertin / de la Pépinière,http://m.stm.info/fr/horaires/arrets/60939/bus,"2","259","0",20M
"60940","60940",de la Pépinière / de Marseille,http://m.stm.info/fr/horaires/arrets/60940/bus,"2","259","0",20M
"60941","60941",de la Pépinière / No 3165,http://m.stm.info/fr/horaires/arrets/60941/bus,"2","259","0",20M
"60942","60942",Centre commercial Domaine,http://m.stm.info/fr/horaires/arrets/60942/bus,"2","258,259","0",20M
"60943","60943",Arcand / No 3100,http://m.stm.info/fr/horaires/arrets/60943/bus,"2","259","0",20M
"60944","60944",Pierre-De Coubertin / Émile-Legrand,http://m.stm.info/fr/horaires/arrets/60944/bus,"2","259","0",20M
"60945","60945",Paul-David / Cléophée-Têtu,http://m.stm.info/fr/horaires/arrets/60945/bus,"2","259","0",20M
"60946","60946",Place Versailles,http://m.stm.info/fr/horaires/arrets/60946/bus,"2","259","0",20M
"60947","60947",Paul-David / Cléophée-Têtu,http://m.stm.info/fr/horaires/arrets/60947/bus,"2","259","0",20M
"60948","60948",Pierre-De Coubertin / Émile-Legrand,http://m.stm.info/fr/horaires/arrets/60948/bus,"2","259","0",20M
"60951","60951",Arcand / No 3100,http://m.stm.info/fr/horaires/arrets/60951/bus,"2","259","0",20M
"60952","60952",de Granby / Centre commercial Domaine,http://m.stm.info/fr/horaires/arrets/60952/bus,"2","258,259","0",20M
"60953","60953",de la Pépinière / No 3200,http://m.stm.info/fr/horaires/arrets/60953/bus,"2","259","0",20M
"60954","60954",de la Pépinière / Pierre-De Coubertin,http://m.stm.info/fr/horaires/arrets/60954/bus,"2","259","0",20M
"60955","60955",De Cadillac / Ontario,http://m.stm.info/fr/horaires/arrets/60955/bus,"2","259","0",20M
"60956","60956",Pierre-De Coubertin / Bossuet,http://m.stm.info/fr/horaires/arrets/60956/bus,"2","259","0",20M
"60957","60957",Dickson / de Marseille,http://m.stm.info/fr/horaires/arrets/60957/bus,"2","259","0",20M
"60958","60958",Résidence Marcel-Roy (Marie-Victorin / No 7150),http://m.stm.info/fr/horaires/arrets/60958/bus,"2","257","0",20M
"60959","60959",Marie-Victorin / No 7250,http://m.stm.info/fr/horaires/arrets/60959/bus,"2","257","0",20M
"60963","60963",Centre Le Cavalier,http://m.stm.info/fr/horaires/arrets/60963/bus,"2","256","0",20M
"60964","60964",Gamelin / Charron,http://m.stm.info/fr/horaires/arrets/60964/bus,"2","256","0",20M
"60968","60968",Carrefour Angrignon,http://m.stm.info/fr/horaires/arrets/60968/bus,"2","256,262","0",20M
"60969","60969",Newman / Provigo,http://m.stm.info/fr/horaires/arrets/60969/bus,"2","256","0",20M
"60970","60970",Angrignon / No 1400,http://m.stm.info/fr/horaires/arrets/60970/bus,"2","256","0",20M
"60971","60971",Jean-Milot / des Oblats,http://m.stm.info/fr/horaires/arrets/60971/bus,"2","256","0",20M
"60972","60972",Jean-Milot / No 9576,http://m.stm.info/fr/horaires/arrets/60972/bus,"2","256","0",20M
"60973","60973",Newman / Provigo,http://m.stm.info/fr/horaires/arrets/60973/bus,"2","256","0",20M
"60974","60974",Carrefour Angrignon,http://m.stm.info/fr/horaires/arrets/60974/bus,"2","256","0",20M
"60978","60978",Gamelin / Charron,http://m.stm.info/fr/horaires/arrets/60978/bus,"2","256","0",20M
"60981","60981",Gagné / George,http://m.stm.info/fr/horaires/arrets/60981/bus,"2","256","0",20M
"60982","60982",Champlain / Stationnement IGA,http://m.stm.info/fr/horaires/arrets/60982/bus,"2","256","0",20M
"60986","60986",Jean-Milot / Lafleur,http://m.stm.info/fr/horaires/arrets/60986/bus,"2","256","0",20M
"60987","60987",Institut national de santé (Ste-Marie/No 20045),http://m.stm.info/fr/horaires/arrets/60987/bus,"2","419","0",20M
"60988","60988",De Cadillac / Hochelaga,http://m.stm.info/fr/horaires/arrets/60988/bus,"2","259","0",20M
"60989","60989",De Cadillac / Hochelaga,http://m.stm.info/fr/horaires/arrets/60989/bus,"2","259","0",20M
"60993","60993",Saint-Denis / Saint-Joseph,http://m.stm.info/fr/horaires/arrets/60993/bus,"1","427","0",20M
"60994","60994",René-Lévesque / Sanguinet,http://m.stm.info/fr/horaires/arrets/60994/bus,"1","427","0",20M
"60997","60997",YUL Aéroport Montréal-Trudeau,http://m.stm.info/fr/horaires/arrets/60997/bus,"1","747","0",20M
"60999","60999",Station Guy-Concordia (Maisonneuve / St-Mathieu),http://m.stm.info/fr/horaires/arrets/60999/bus,"1","427","0",20M
"61000","61000",32e Avenue / Louis-A.-Amos,http://m.stm.info/fr/horaires/arrets/61000/bus,"1","196","0",20M
"61001","61001",32e Avenue / Joseph-Dubreuil,http://m.stm.info/fr/horaires/arrets/61001/bus,"2","196","0",20M
"61002","61002",Joseph-Dubreuil / Onésime-Gagnon,http://m.stm.info/fr/horaires/arrets/61002/bus,"1","196","0",20M
"61003","61003",Louis-A.-Amos / Onésime-Gagnon,http://m.stm.info/fr/horaires/arrets/61003/bus,"1","196","0",20M
"61004","61004",Station Côte-Vertu,http://m.stm.info/fr/horaires/arrets/61004/bus,"1","196","0",20M
"61005","61005",Onésime-Gagnon / Joseph-Dubreuil,http://m.stm.info/fr/horaires/arrets/61005/bus,"2","196","0",20M
"61006","61006",32e Avenue / Joseph-Dubreuil,http://m.stm.info/fr/horaires/arrets/61006/bus,"1","196","0",20M
"61007","61007",32e Avenue / Louis-A.-Amos,http://m.stm.info/fr/horaires/arrets/61007/bus,"1","196","0",20M
"61009","61009",LaSalle / Lyette,http://m.stm.info/fr/horaires/arrets/61009/bus,"1","495","0",20M
"61010","61010",LaSalle / Dupras,http://m.stm.info/fr/horaires/arrets/61010/bus,"1","495","0",20M
"61012","61012",LaSalle / Dupras,http://m.stm.info/fr/horaires/arrets/61012/bus,"1","495","0",20M
"61013","61013",LaSalle / Lyette,http://m.stm.info/fr/horaires/arrets/61013/bus,"1","495","0",20M
"61016","61016",Carrefour Angrignon,http://m.stm.info/fr/horaires/arrets/61016/bus,"1","495","0",20M
"61020","61020",Chabanel / de l'Esplanade,http://m.stm.info/fr/horaires/arrets/61020/bus,"1","54","0",20M
"61021","61021",Chabanel / Charles-De La Tour,http://m.stm.info/fr/horaires/arrets/61021/bus,"1","19","0",20M
"61022","61022",Chabanel / Meunier,http://m.stm.info/fr/horaires/arrets/61022/bus,"1","54","0",20M
"61023","61023",Rachel / Marquette,http://m.stm.info/fr/horaires/arrets/61023/bus,"1","29","0",20M
"61028","61028",Chabanel / Clark,http://m.stm.info/fr/horaires/arrets/61028/bus,"1","54,55","0",20M
"61030","61030",Chénier / Honoré-Beaugrand,http://m.stm.info/fr/horaires/arrets/61030/bus,"1","28","0",20M
"61031","61031",Chaumont / Guy,http://m.stm.info/fr/horaires/arrets/61031/bus,"2","260","0",20M
"61034","61034",des Riverains / Bombardier,http://m.stm.info/fr/horaires/arrets/61034/bus,"2","260","0",20M
"61036","61036",des Roseraies / Beaubien,http://m.stm.info/fr/horaires/arrets/61036/bus,"2","260","0",20M
"61038","61038",des Galeries d'Anjou / No 6923,http://m.stm.info/fr/horaires/arrets/61038/bus,"2","260","0",20M
"61039","61039",des Galeries-d'Anjou / No 7001,http://m.stm.info/fr/horaires/arrets/61039/bus,"2","260","0",20M
"61040","61040",des Galeries d'Anjou / No 6923,http://m.stm.info/fr/horaires/arrets/61040/bus,"2","260","0",20M
"61041","61041",des Galeries-d'Anjou / No 7001,http://m.stm.info/fr/horaires/arrets/61041/bus,"2","260","0",20M
"61042","61042",Station Place-des-Arts / Jeanne-Mance,http://m.stm.info/fr/horaires/arrets/61042/bus,"1","80,480","0",20M
"61043","61043",Les Galeries D'Anjou / près du Bâton Rouge,http://m.stm.info/fr/horaires/arrets/61043/bus,"2","260","0",20M
"61045","61045",Rondeau / No 7501,http://m.stm.info/fr/horaires/arrets/61045/bus,"2","260","0",20M
"61046","61046",Rachel / Cuvillier,http://m.stm.info/fr/horaires/arrets/61046/bus,"2","67,467","0",20M
"61047","61047",Victoria / 15e Avenue,http://m.stm.info/fr/horaires/arrets/61047/bus,"1","496","0",20M
"61048","61048",Victoria / 15e Avenue,http://m.stm.info/fr/horaires/arrets/61048/bus,"1","496","0",20M
"61049","61049",Jeanne-Mance / du Président-Kennedy,http://m.stm.info/fr/horaires/arrets/61049/bus,"1","125,129,365","0",20M
"61050","61050",Sunnybrooke / Kingsley,http://m.stm.info/fr/horaires/arrets/61050/bus,"2","262","0",20M
"61051","61051",Trent / Baily,http://m.stm.info/fr/horaires/arrets/61051/bus,"2","262","0",20M
"61052","61052",Ashdale / Earle,http://m.stm.info/fr/horaires/arrets/61052/bus,"2","262","0",20M
"61053","61053",Centre Côte Saint-Luc (Côte St-Luc/Coronation),http://m.stm.info/fr/horaires/arrets/61053/bus,"2","262","0",20M
"61054","61054",King-Edward / Côte-Saint-Luc,http://m.stm.info/fr/horaires/arrets/61054/bus,"2","262","0",20M
"61055","61055",Cavendish / Mackle,http://m.stm.info/fr/horaires/arrets/61055/bus,"2","262","0",20M
"61056","61056",Cavendish / Collins,http://m.stm.info/fr/horaires/arrets/61056/bus,"2","262","0",20M
"61057","61057",Cavendish / Louis-Pasteur,http://m.stm.info/fr/horaires/arrets/61057/bus,"2","262","0",20M
"61058","61058",Cavendish / Mackle (Mail Cavendish),http://m.stm.info/fr/horaires/arrets/61058/bus,"2","262","0",20M
"61059","61059",Caldwell / No 5789,http://m.stm.info/fr/horaires/arrets/61059/bus,"2","262","0",20M
"61061","61061",Mackle / No 7500,http://m.stm.info/fr/horaires/arrets/61061/bus,"2","262","0",20M
"61062","61062",Caldwell / No 5789,http://m.stm.info/fr/horaires/arrets/61062/bus,"2","262","0",20M
"61063","61063",Caldwell / Mackle,http://m.stm.info/fr/horaires/arrets/61063/bus,"2","262","0",20M
"61064","61064",Mackle / Cavendish (Mail Cavendish),http://m.stm.info/fr/horaires/arrets/61064/bus,"2","262","0",20M
"61065","61065",Cavendish / Mackle,http://m.stm.info/fr/horaires/arrets/61065/bus,"2","262","0",20M
"61066","61066",Cavendish / Collins,http://m.stm.info/fr/horaires/arrets/61066/bus,"2","262","0",20M
"61067","61067",Cavendish / Louis-Pasteur,http://m.stm.info/fr/horaires/arrets/61067/bus,"2","262","0",20M
"61068","61068",Centre Côte Saint-Luc (Côte St-Luc/Coronation),http://m.stm.info/fr/horaires/arrets/61068/bus,"2","262","0",20M
"61069","61069",Ashdale / Earle,http://m.stm.info/fr/horaires/arrets/61069/bus,"2","262","0",20M
"61070","61070",Baily / Trent,http://m.stm.info/fr/horaires/arrets/61070/bus,"2","262","0",20M
"61071","61071",Kingsley / Sunnybrooke,http://m.stm.info/fr/horaires/arrets/61071/bus,"2","262","0",20M
"61072","61072",Westminster / Côte-Saint-Luc,http://m.stm.info/fr/horaires/arrets/61072/bus,"2","262","0",20M
"61073","61073",du Bois-de-Boulogne / Arthur-Lismer,http://m.stm.info/fr/horaires/arrets/61073/bus,"2","263","0",20M
"61076","61076",Galeries Normandie,http://m.stm.info/fr/horaires/arrets/61076/bus,"2","263","0",20M
"61077","61077",Dépatie / Sainte-Odile,http://m.stm.info/fr/horaires/arrets/61077/bus,"2","263","0",20M
"61078","61078",du Bocage / de la Miséricorde,http://m.stm.info/fr/horaires/arrets/61078/bus,"2","263","0",20M
"61079","61079",Gouin / Ranger,http://m.stm.info/fr/horaires/arrets/61079/bus,"2","263","0",20M
"61080","61080",Cousineau / Laurin,http://m.stm.info/fr/horaires/arrets/61080/bus,"2","263","0",20M
"61081","61081",Laurentien / Émile-Nelligan,http://m.stm.info/fr/horaires/arrets/61081/bus,"2","180,263,365","0",20M
"61082","61082",Laurentien / No 12260,http://m.stm.info/fr/horaires/arrets/61082/bus,"2","180,263,365","0",20M
"61084","61084",Cavendish / Thimens,http://m.stm.info/fr/horaires/arrets/61084/bus,"2","263","0",20M
"61085","61085",Cousineau / Laurin,http://m.stm.info/fr/horaires/arrets/61085/bus,"2","263","0",20M
"61086","61086",Gouin / Grenet,http://m.stm.info/fr/horaires/arrets/61086/bus,"2","263","0",20M
"61087","61087",du Bocage / de la Miséricorde,http://m.stm.info/fr/horaires/arrets/61087/bus,"2","263","0",20M
"61088","61088",Sainte-Odile / Dépatie,http://m.stm.info/fr/horaires/arrets/61088/bus,"2","263","0",20M
"61089","61089",Galeries Normandie,http://m.stm.info/fr/horaires/arrets/61089/bus,"2","263","0",20M
"61092","61092",Valmont / Viel,http://m.stm.info/fr/horaires/arrets/61092/bus,"2","263","0",20M
"61093","61093",du Bois-de-Boulogne / Émilien-Daoust,http://m.stm.info/fr/horaires/arrets/61093/bus,"2","263","0",20M
"61094","61094",du Bois-de-Boulogne / Émilien-Daoust,http://m.stm.info/fr/horaires/arrets/61094/bus,"2","263","0",20M
"61095","61095",Molson / No 4803,http://m.stm.info/fr/horaires/arrets/61095/bus,"1","25","0",20M
"61096","61096",Molson / Saint-Joseph,http://m.stm.info/fr/horaires/arrets/61096/bus,"1","25","0",20M
"61097","61097",Molson / Saint-Joseph,http://m.stm.info/fr/horaires/arrets/61097/bus,"1","25","0",20M
"61098","61098",Molson / No 4801,http://m.stm.info/fr/horaires/arrets/61098/bus,"1","25","0",20M
"61100","61100",Kieran / No 5600,http://m.stm.info/fr/horaires/arrets/61100/bus,"2","220","0",20M
"61101","61101",Kieran / No 5825,http://m.stm.info/fr/horaires/arrets/61101/bus,"2","220","0",20M
"61103","61103",Kieran / No 5900,http://m.stm.info/fr/horaires/arrets/61103/bus,"2","220","0",20M
"61104","61104",Kieran / No 5900,http://m.stm.info/fr/horaires/arrets/61104/bus,"2","220","0",20M
"61105","61105",Kieran / No 5825,http://m.stm.info/fr/horaires/arrets/61105/bus,"2","220","0",20M
"61106","61106",Kieran / No 5600,http://m.stm.info/fr/horaires/arrets/61106/bus,"2","220","0",20M
"61108","61108",du Président-Kennedy / Saint-Urbain,http://m.stm.info/fr/horaires/arrets/61108/bus,"1","80","0",20M
"61110","61110",Lucien-Thimens / Alexis-Nihon,http://m.stm.info/fr/horaires/arrets/61110/bus,"2","70","0",20M
"61111","61111",Lucien-Thimens / Alexis-Nihon,http://m.stm.info/fr/horaires/arrets/61111/bus,"2","70","0",20M
"61113","61113",Station Saint-Michel (Édicule Est),http://m.stm.info/fr/horaires/arrets/61113/bus,"1","188","0",20M
"61115","61115",Gouin / No 7015,http://m.stm.info/fr/horaires/arrets/61115/bus,"1","33,48,252,257","0",20M
"61116","61116",Marie-Curie / Frederick-Banting,http://m.stm.info/fr/horaires/arrets/61116/bus,"2","72","0",20M
"61117","61117",Saint-Hubert / de Louvain,http://m.stm.info/fr/horaires/arrets/61117/bus,"1","41","0",20M
"61118","61118",De Lorimier / de Port-Royal,http://m.stm.info/fr/horaires/arrets/61118/bus,"2","41","0",20M
"61120","61120",De Lorimier / Sauvé,http://m.stm.info/fr/horaires/arrets/61120/bus,"2","41","0",20M
"61121","61121",des Anciens-Combattants / No 305,http://m.stm.info/fr/horaires/arrets/61121/bus,"2","212","0",20M
"61122","61122",Molson / William-Tremblay,http://m.stm.info/fr/horaires/arrets/61122/bus,"1","25","0",20M
"61124","61124",Viau / Beaubien,http://m.stm.info/fr/horaires/arrets/61124/bus,"1","353","0",20M
"61125","61125",des Sources / Cardinal,http://m.stm.info/fr/horaires/arrets/61125/bus,"2","354","0",20M
"61127","61127",De Salaberry / Tecumseh,http://m.stm.info/fr/horaires/arrets/61127/bus,"1","376","0",20M
"61128","61128",de Salaberry / Frontenac,http://m.stm.info/fr/horaires/arrets/61128/bus,"2","376","0",20M
"61129","61129",De Salaberry / Blue Haven,http://m.stm.info/fr/horaires/arrets/61129/bus,"1","376","0",20M
"61130","61130",De Salaberry / Hurteau,http://m.stm.info/fr/horaires/arrets/61130/bus,"1","376","0",20M
"61131","61131",De Salaberry / Barcelone,http://m.stm.info/fr/horaires/arrets/61131/bus,"2","376","0",20M
"61132","61132",De Salaberry / Saint-Jean,http://m.stm.info/fr/horaires/arrets/61132/bus,"1","376","0",20M
"61133","61133",De Salaberry / Blue Haven,http://m.stm.info/fr/horaires/arrets/61133/bus,"2","376","0",20M
"61134","61134",de Salaberry / Frontenac,http://m.stm.info/fr/horaires/arrets/61134/bus,"2","376","0",20M
"61135","61135",De Salaberry / Tecumseh,http://m.stm.info/fr/horaires/arrets/61135/bus,"2","376","0",20M
"61136","61136",De Salaberry / Madrid,http://m.stm.info/fr/horaires/arrets/61136/bus,"1","376","0",20M
"61137","61137",de Salaberry / des Sources,http://m.stm.info/fr/horaires/arrets/61137/bus,"2","376","0",20M
"61138","61138",Hyman / Sunshine,http://m.stm.info/fr/horaires/arrets/61138/bus,"2","356","0",20M
"61139","61139",Hyman / Davignon,http://m.stm.info/fr/horaires/arrets/61139/bus,"2","356","0",20M
"61141","61141",Hyman / Forest,http://m.stm.info/fr/horaires/arrets/61141/bus,"2","356","0",20M
"61142","61142",Hyman / Maisonneuve,http://m.stm.info/fr/horaires/arrets/61142/bus,"2","356","0",20M
"61143","61143",Gare Sunnybrooke (Sunnybrooke / Gouin),http://m.stm.info/fr/horaires/arrets/61143/bus,"1","356","0",20M
"61144","61144",Gare Sunnybrooke (Gouin / Sunnybrooke),http://m.stm.info/fr/horaires/arrets/61144/bus,"1","356","0",20M
"61145","61145",Sunnybrooke / Cérès,http://m.stm.info/fr/horaires/arrets/61145/bus,"1","356","0",20M
"61148","61148",Hyman / Forest,http://m.stm.info/fr/horaires/arrets/61148/bus,"1","356","0",20M
"61149","61149",Hyman / Davignon,http://m.stm.info/fr/horaires/arrets/61149/bus,"1","356","0",20M
"61150","61150",Hyman / Sunshine,http://m.stm.info/fr/horaires/arrets/61150/bus,"2","356","0",20M
"61151","61151",Saint-Denis / René-Lévesque,http://m.stm.info/fr/horaires/arrets/61151/bus,"1","715","0",20M
"61153","61153",Station Berri-UQAM (Berri / Ste-Catherine),http://m.stm.info/fr/horaires/arrets/61153/bus,"1","30,747","0",20M
"61173","61173",Henri-Bourassa / Place Bourassa,http://m.stm.info/fr/horaires/arrets/61173/bus,"2","252","0",20M
"61174","61174",Henri-Bourassa / Place Bourassa,http://m.stm.info/fr/horaires/arrets/61174/bus,"2","252","0",20M
"61175","61175",Sauvé / Rancourt,http://m.stm.info/fr/horaires/arrets/61175/bus,"2","253","0",20M
"61176","61176",André-Laurendeau / Rachel,http://m.stm.info/fr/horaires/arrets/61176/bus,"1","25,254","0",20M
"61177","61177",Viau / Village Olympique,http://m.stm.info/fr/horaires/arrets/61177/bus,"2","254","0",20M
"61178","61178",5e Avenue / 6e Avenue,http://m.stm.info/fr/horaires/arrets/61178/bus,"2","254","0",20M
"61179","61179",Dandurand / 8e Avenue,http://m.stm.info/fr/horaires/arrets/61179/bus,"2","254","0",20M
"61180","61180",Lafond / Laurier,http://m.stm.info/fr/horaires/arrets/61180/bus,"2","254","0",20M
"61183","61183",Melatti / Bourdeau,http://m.stm.info/fr/horaires/arrets/61183/bus,"2","256","0",20M
